c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes
1507,2463,2,0,0,0,0,0,20,,,,,,,,27842,167,"Temple ID 140445 Location: 湄潭縣覺仙山上"
1508,2464,2,1100,0,0,2,0,20,,,,,,,,27842,35,"Temple ID 140251 Location: 陽朔縣南鑒山; Founding: 宋代"
1509,2465,2,0,0,0,0,0,20,,,,,,,,27842,163,"Temple ID 139927 Location: 黔陽縣安江鎮; Other: 里中名刹"
1510,2466,2,1656,0,0,0,0,20,,,,,,,,27842,164,"Temple ID 139290 Location: 盛京西北; Founding: 顺治十三年; Other: 国初御花园"
1511,2467,2,530,0,0,2,0,20,,,,,,,,27842,164,"Temple ID 139807 Location: 石首縣南; Founding: 梁代"
1512,2468,2,0,0,0,0,0,20,,,,,,,,27842,164,"Temple ID 139718 Location: 江夏縣大觀山; Other: 黄龙晦机禅师道场"
1513,2469,2,0,0,0,0,0,20,,,,,,,,27842,164,"Temple ID 140444 Location: 黃平州石林山"
1514,2470,2,1612,0,0,0,0,20,,,,,,,,27842,164,"Temple ID 139291 Location: 宣武門外; Founding: 明万历四十年为考定太后明阳（水斋禅师）"
1515,2471,2,530,0,0,2,0,20,,,,,,,,27842,164,"Temple ID 139288 Location: 上元縣故臺城南; Founding: 梁代"
1516,2472,2,350,0,0,2,0,20,,,,,,,,27842,163,"Temple ID 139806 Location: 江陵縣城內; Founding: 晋永和中曦晙; Other: 后移置天皇寺"
1517,2473,2,570,0,0,0,0,20,,,,,,,,27842,163,"Temple ID 139289 Location: 濟源縣北; Founding: 北齐河渍四年"
1517,2474,2,1150,0,0,2,0,20,,,,,,,,27842,163,"Temple ID 139717 Location: 興國州西; Founding: 宋吉祥（岳飞门人）"
1518,2475,2,1715,0,0,0,0,20,,,,,,,,27842,30,"Temple ID 138685 Location: 承德府北; Founding: 康熙五十四年; Other: 乾隆二十八年奉敕重修"
1519,2476,2,800,0,0,2,0,20,,,,,,,,27842,29,"Temple ID 140114 Location: 府治西; Founding: 唐嗣书中; Other: 元，元贞中与净慧寺合并，有今名"
1520,2477,2,750,0,0,2,0,20,,,,,,,,27842,29,"Temple ID 138708 Location: 鄒平縣東; Founding: 唐天宝中"
1521,2478,2,0,0,0,0,0,20,,,,,,,,27842,31,"Temple ID 139791 Location: 鬆滋縣東"
1522,2479,2,618,0,0,0,0,20,,,,,,,,27842,25,"Temple ID 138709 Location: 元氏縣城西; Founding: 隋唐"
1522,2480,2,770,0,0,2,0,20,,,,,,,,27842,25,"Temple ID 138710 Location: 州南琅琊山; Founding: 唐大历中"
1522,2481,2,1085,0,0,0,0,20,,,,,,,,27842,25,"Temple ID 138711 Location: 裕州城內; Founding: 宋元丰八年; Other: 洪武二年顺治十八年"
1522,2482,2,500,0,0,2,0,20,,,,,,,,27842,25,"Temple ID 138712 Location: 郟縣治東; Founding: 后魏时; Other: 顺治十一年修"
1522,2483,2,0,0,0,0,0,20,,,,,,,,27842,25,"Temple ID 138713 Location: 息縣東北褒信鎮; Other: 顺治九年重修"
1522,2484,2,800,0,0,2,0,20,,,,,,,,27842,25,"Temple ID 138714 Location: 韓城縣城東咎村; Founding: 唐代敕建; Other: 初名弥勒下生寺，兴国九年今名"
1522,2485,2,0,0,0,0,0,20,,,,,,,,27842,25,"Temple ID 140399 Location: 城東"
1522,2486,2,0,0,0,0,0,20,,,,,,,,27842,25,"Temple ID 140404 Location: 廳城南; Other: 官吏习仪所"
1522,2487,2,0,0,0,0,0,20,,,,,,,,27842,25,"Temple ID 140507 Location: 畢節縣東"
1523,2488,2,0,0,0,0,0,20,,,,,,,,27842,30,"Temple ID 138715 Location: 新城縣城內; Other: 有吴道子画"
1524,2489,2,800,0,0,2,0,20,,,,,,,,27842,31,"Temple ID 138716 Location: 洋縣南; Founding: 唐代"
1525,2490,2,505,0,0,0,0,20,,,,,,,,27842,31,"Temple ID 138717 Location: 建平縣治東; Founding: 梁天监四年"
1526,2491,2,1430,0,0,2,0,20,,,,,,,,27842,30,"Temple ID 138718 Location: 遷安縣宣化坊; Founding: 明宣德中"
1526,2492,2,1380,0,0,2,0,20,,,,,,,,27842,30,"Temple ID 138719 Location: 景州治西北; Founding: 明洪武中; Other: 有十三级塔，隋文帝建立"
1526,2493,2,1380,0,0,2,0,20,,,,,,,,27842,30,"Temple ID 138720 Location: 靜海縣西北; Founding: 明洪武中"
1526,2494,2,555,0,0,2,0,20,,,,,,,,27842,30,"Temple ID 138721 Location: 陽城縣治北; Founding: 北齐天保中; Other: 初名文殊寺，洪武中今名"
1526,2495,2,0,0,0,0,0,20,,,,,,,,27842,30,"Temple ID 139844 Location: 長沙縣北湘春門外北; Other: 马氏会春园故地（宋张拭集）"
1526,2496,2,0,0,0,0,0,20,,,,,,,,27842,30,"Temple ID 140072 Location: 州治南; Other: 黄庭坚大像记"
1527,2497,2,0,0,0,0,0,20,,,,,,,,27842,25,"Temple ID 139426 Location: 錢塘縣南高峰; Other: 旧名六和寺，大平兴国中今名"
1528,2498,2,100,0,0,2,0,20,,,,,,,,27842,24,"Temple ID 138722 Location: 廣昌縣治北街; Founding: 东汉时; Other: 俗名大寺，唐代重修，僧会司在此"
1529,2499,2,1777,0,0,0,0,20,,,,,,,,27842,140,"Temple ID 140541 Location: 衛地; Founding: 乾隆四十二年新修; Other: 番名地穆胡图克图庙"
1530,2500,2,1742,0,0,0,0,20,,,,,,,,27842,139,"Temple ID 139293 Location: 太液池西北; Founding: 乾隆七年敕葺; Other: 赐名阐福"
1531,2501,2,400,0,0,2,0,20,,,,,,,,27842,1,"Temple ID 139488 Location: 鄞縣東阿育王山; Founding: 晋义熙初"
1532,2502,2,0,0,0,0,0,20,,,,,,,,27842,1,"Temple ID 140535; Other: 托本庙外4庙"
1533,2503,2,530,0,0,2,0,20,,,,,,,,27842,164,"Temple ID 139808 Location: 江陵縣東北; Founding: 梁代"
1534,2504,2,0,0,0,0,0,20,,,,,,,,27842,244,"Temple ID 139736 Location: 漢川縣治後; Other: 旧名广福"
1535,2505,2,0,0,0,0,0,20,,,,,,,,27842,244,"Temple ID 140415 Location: 貴定縣北陽寶山"
1536,2506,2,730,0,0,2,0,20,,,,,,,,27842,249,"Temple ID 139724 Location: 通城縣西; Founding: 唐开元中; Other: 明正统中重修"
1537,2507,2,800,0,0,2,0,20,,,,,,,,27842,247,"Temple ID 139658 Location: 盧陵縣西; Founding: 唐代; Other: 初名仁山寺，宋代隆庆院，五百罗汉堂"
1537,2508,2,715,0,0,2,0,20,,,,,,,,27842,247,"Temple ID 139829 Location: 府城內; Founding: 唐开元初; Other: 旧名圆通寺"
1538,2509,2,1368,0,0,2,0,20,,,,,,,,27842,246,"Temple ID 139297 Location: 盧龍縣南; Founding: 洪武初; Other: 顺治六年重修"
1539,2510,2,1453,0,0,0,0,20,,,,,,,,27842,248,"Temple ID 139298 Location: 東城大市街西北; Founding: 明景泰四年; Other: 雍正七年重修，每月九，十日有庙市，为诸市之冠"
1539,2511,2,750,0,0,2,0,20,,,,,,,,27842,248,"Temple ID 139299 Location: 青浦縣青龍鎮; Founding: 唐天宝中; Other: 寺北有隆平寺（北寺）"
1539,2512,2,505,0,0,0,0,20,,,,,,,,27842,248,"Temple ID 139300 Location: 州城西安長春橋北; Founding: 梁天监四年; Other: 初名报恩院，宋大中祥符今名"
1539,2513,2,1265,0,0,0,0,20,,,,,,,,27842,248,"Temple ID 140190 Location: 順德縣北水堡西岸; Founding: 宋咸淳一年; Other: 明洪武二十四年修，嘉靖三十五年重修"
1540,2514,2,955,0,0,2,0,20,,,,,,,,27842,248,"Temple ID 139301 Location: 唐山縣宣務山; Founding: 后周大祖代; Other: 有千佛洞"
1541,2515,2,586,0,0,0,0,20,,,,,,,,27842,248,"Temple ID 139294 Location: 正定縣東門內; Founding: 隋，开皇六年; Other: 一名龙兴寺，又名大佛寺，本名龙藏寺，康熙四十八年重修"
1541,2516,2,600,0,0,2,0,20,,,,,,,,27842,248,"Temple ID 139295 Location: 清河縣西南; Founding: 隋代"
1541,2517,2,1380,0,0,2,0,20,,,,,,,,27842,248,"Temple ID 139296 Location: 聊城縣東門外; Founding: 明洪武中"
1542,2518,2,0,0,0,0,0,20,,,,,,,,27842,248,"Temple ID 139302 Location: 西四牌樓北; Founding: na; Other: 乾隆二十一年修"
1543,2519,2,530,0,0,2,0,20,,,,,,,,27842,3,"Temple ID 139303 Location: 建德縣南; Founding: 梁代"
1544,2520,2,742,0,0,2,0,20,,,,,,,,27842,35,"Temple ID 139901 Location: 清泉縣南; Founding: 唐天宝初; Other: 旧名乘云寺"
1545,2521,2,503,0,0,0,0,20,,,,,,,,27842,244,"Temple ID 139304 Location: 吳城縣隍廟左; Founding: 天监二年（法水寺）; Other: 周瑜故宅，宋代今名"
1546,2522,2,0,0,0,0,0,20,,,,,,,,27842,142,"Temple ID 140509 Location: 畢節縣東"
1547,2523,2,350,0,0,2,0,20,,,,,,,,27842,144,"Temple ID 139577 Location: 新建縣西北; Founding: 晋，胡尚舍宅建寺，昙显住持; Other: 谢灵运诵经台"
1548,2524,2,1500,0,0,2,0,20,,,,,,,,27842,143,"Temple ID 139992 Location: 江津縣南; Founding: 明代; Other: 康熙初重修"
1548,2525,2,1300,0,0,2,0,20,,,,,,,,27842,143,"Temple ID 140080 Location: 梓潼縣南; Founding: 元代"
1548,2526,2,0,0,0,0,0,20,,,,,,,,27842,143,"Temple ID 140195 Location: 乳源縣雙峰山; Other: 县西合龙寺，宋代建立"
1548,2527,2,1145,0,0,2,0,20,,,,,,,,27842,143,"Temple ID 140215 Location: 揭陽縣治東; Founding: 宋绍兴中; Other: 明初移此处"
1549,2528,2,0,0,0,0,0,20,,,,,,,,27842,142,"Temple ID 138344 Location: 蔚州城西北; Other: 俗称后寺，辽三宁故迹"
1550,2529,2,1275,0,0,2,0,20,,,,,,,,27842,143,"Temple ID 138345 Location: 震澤縣倪北; Founding: 宋，咸淳中"
1550,2530,2,0,0,0,0,0,20,,,,,,,,27842,143,"Temple ID 139576 Location: 靖安縣北; Other: 梁天监中竺昙居处"
1551,2531,2,0,0,0,0,0,20,,,,,,,,27842,142,"Temple ID 138346 Location: 完縣西北; Other: 寺畔双泉，寺名"
1551,2532,2,653,0,0,0,0,20,,,,,,,,27842,142,"Temple ID 138347 Location: 無為州城雙泉山; Founding: 唐永徽四年"
1551,2533,2,0,0,0,0,0,20,,,,,,,,27842,142,"Temple ID 139715 Location: 興國州東; Other: 寺两旁泉流，因有寺名"
1552,2534,2,800,0,0,2,0,20,,,,,,,,27842,143,"Temple ID 139805 Location: 公安縣西南; Founding: 唐代"
1553,2535,2,770,0,0,2,0,20,,,,,,,,27842,143,"Temple ID 139895 Location: 武陵縣西; Founding: （永泰中）; Other: 筍谱有著录"
1554,2536,2,1100,0,0,2,0,20,,,,,,,,27842,144,"Temple ID 138348 Location: 懷寧縣阜民坊; Founding: （宋代）; Other: 宋时有双青莲"
1555,2537,2,1404,0,0,0,0,20,,,,,,,,27842,83,"Temple ID 138864 Location: 五臺縣北臺; Founding: 明永乐二年"
1556,2538,2,1500,0,0,2,0,20,,,,,,,,27842,54,"Temple ID 139336 Location: 上元縣雞龍山; Founding: 明代; Other: 康熙四十四年，乾隆十六年三十年四十五年四十九年巡幸"
1557,2539,2,1650,0,0,2,0,20,,,,,,,,27842,3,"Temple ID 139305 Location: 稷山縣城西北; Founding: 顺治中"
1558,2540,2,350,0,0,2,0,20,,,,,,,,27842,134,"Temple ID 139492 Location: 奉化縣雪寶寺; Founding: 晋代; Other: 宋淳祐中赐御书"
1559,2541,2,0,0,0,0,0,20,,,,,,,,27842,134,"Temple ID 140472 Location: 府城西; Other: 府西金华寺"
1560,2542,2,0,0,0,0,0,20,,,,,,,,27842,7,"Temple ID 138205 Location: 河津縣雲中山"
1561,2543,2,800,0,0,2,0,20,,,,,,,,27842,4,"Temple ID 138207 Location: 夏津縣東; Founding: 唐代"
1562,2544,2,800,0,0,2,0,20,,,,,,,,27842,8,"Temple ID 140202 Location: 保昌縣北大庾山; Founding: 唐代; Other: 俗名桂南寺"
1563,2545,2,618,0,0,2,0,20,,,,,,,,27842,5,"Temple ID 138208 Location: 房山縣石聖山; Founding: 原西域寺，唐初知苑所居"
1563,2546,2,810,0,0,2,0,20,,,,,,,,27842,5,"Temple ID 139604 Location: 建昌縣雲居山; Founding: 唐元和中; Other: 万历中重建"
1564,2547,2,1100,0,0,2,0,20,,,,,,,,27842,6,"Temple ID 139419 Location: 府城內; Founding: 宋代"
1565,2548,2,0,0,0,0,0,20,,,,,,,,27842,6,"Temple ID 140481 Location: 龍泉縣南"
1566,2549,2,1105,0,0,2,0,20,,,,,,,,27842,5,"Temple ID 138209 Location: 懷柔縣栲栳山; Founding: 金乾统中"
1566,2550,2,350,0,0,2,0,20,,,,,,,,27842,5,"Temple ID 138210 Location: 吳縣靈岩山; Founding: 晋代; Other: 一名秀峰寺"
1566,2551,2,0,0,0,0,0,20,,,,,,,,27842,5,"Temple ID 138211 Location: 元和縣虎丘山; Other: 旧名虎丘山寺，宋代改"
1566,2552,2,0,0,0,0,0,20,,,,,,,,27842,5,"Temple ID 138212 Location: 嵩縣伏牛山"
1566,2553,2,0,0,0,0,0,20,,,,,,,,27842,5,"Temple ID 139391 Location: 州治西"
1566,2554,2,800,0,0,2,0,20,,,,,,,,27842,5,"Temple ID 139689 Location: 大庾縣雙秀峰; Founding: 唐代"
1566,2555,2,810,0,0,2,0,20,,,,,,,,27842,5,"Temple ID 139872 Location: 邵陽縣東; Founding: 唐元和中"
1566,2556,2,0,0,0,0,0,20,,,,,,,,27842,5,"Temple ID 140325 Location: 江川縣西; Other: 旧名涌泉寺"
1567,2557,2,1170,0,0,2,0,20,,,,,,,,27842,7,"Temple ID 138213 Location: 府城妙明橋西北; Founding: 宋乾道中"
1567,2558,2,1100,0,0,2,0,20,,,,,,,,27842,7,"Temple ID 138214 Location: 建德縣西; Founding: 宋代"
1567,2559,2,630,0,0,2,0,20,,,,,,,,27842,7,"Temple ID 138215 Location: 介休縣南綿山; Founding: 贞观初"
1567,2560,2,0,0,0,0,0,20,,,,,,,,27842,7,"Temple ID 138216 Location: 陽城山"
1567,2561,2,0,0,0,0,0,20,,,,,,,,27842,7,"Temple ID 138217 Location: 蒲縣翠屏山; Other: 康熙五十一年重修"
1567,2562,2,1100,0,0,2,0,20,,,,,,,,27842,7,"Temple ID 139899 Location: 衡山縣祝融峰; Founding: 宋代; Other: 旧名功德寺"
1568,2563,2,0,0,0,0,0,20,,,,,,,,27842,6,"Temple ID 138218 Location: 垣曲縣曹家山"
1569,2564,2,330,0,0,2,0,20,,,,,,,,27842,8,"Temple ID 139421 Location: 錢塘縣武林山; Founding: 晋咸和中"
1570,2565,2,940,0,0,2,0,20,,,,,,,,27842,6,"Temple ID 139420 Location: 錢塘縣五雲山; Founding: 吴越时; Other: 圣主临幸四次"
1571,2566,2,0,0,0,0,0,20,,,,,,,,27842,7,"Temple ID 138219 Location: 溧陽縣東南; Founding: 别名净土院"
1571,2567,2,0,0,0,2,0,20,,,,,,,,27842,7,"Temple ID 140357 Location: 府城西鳴鳳山; Founding: 一名响石寺"
1572,2568,2,0,0,0,0,0,20,,,,,,,,27842,6,"Temple ID 138206 Location: 盤山; Other: 旧名净业庵，乾隆十五年重修"
1573,2569,2,0,0,0,0,0,20,,,,,,,,27842,6,"Temple ID 139567 Location: 新建縣西梅嶺"
1574,2570,2,1500,0,0,2,0,20,,,,,,,,27842,7,"Temple ID 138221 Location: 盤山; Founding: 明代"
1575,2571,2,520,0,0,2,0,20,,,,,,,,27842,6,"Temple ID 138222 Location: 嘉定縣南; Founding: 天监中; Other: 旧名南翔寺"
1576,2572,2,800,0,0,2,0,20,,,,,,,,27842,4,"Temple ID 138220 Location: 鎮安縣西北; Founding: 唐代; Other: 正统中重修"
1577,2573,2,1056,0,0,0,0,20,,,,,,,,27842,8,"Temple ID 138223 Location: 澠池縣北; Founding:  嘉祐一年; Other: 康熙九年修"
1577,2574,2,350,0,0,2,0,20,,,,,,,,27842,8,"Temple ID 139500 Location: 會稽縣雲門山; Founding: 晋代; Other: 天启中重 建"
1577,2575,2,940,0,0,2,0,20,,,,,,,,27842,8,"Temple ID 140191 Location: 乳源縣北雲門山; Founding: 五代文偃"
1578,2576,2,1121,0,0,0,0,20,,,,,,,,27842,6,"Temple ID 138224 Location: 岢嵐州西; Founding: 宣和三年"
1579,2577,2,0,0,0,0,0,20,,,,,,,,27842,4,"Temple ID 140324 Location: 府城西北"
1580,2578,2,0,0,0,0,0,20,,,,,,,,27842,6,"Temple ID 140326 Location: 河陽縣龍鳳山; Other: 唐代"
1581,2579,2,0,0,0,0,0,20,,,,,,,,27842,246,"Temple ID 139306 Location: 泉縣雷牙鎮; Other: 金代赐额，金大定中重修"
1582,2580,2,0,0,0,0,0,20,,,,,,,,27842,246,"Temple ID 140462 Location: 天柱縣東; Other: 近处有罗汉堂"
1583,2581,2,800,0,0,2,0,20,,,,,,,,27842,246,"Temple ID 139417 Location: 敦煌縣南; Founding: 唐代; Other: 千佛洞、岩石间有万余佛像"
1584,2582,2,0,0,0,0,0,20,,,,,,,,27842,263,"Temple ID 139307 Location: 岳陽縣北鳳凰山"
1585,2583,2,650,0,0,2,0,20,,,,,,,,27842,259,"Temple ID 139014 Location: 博野縣東南; Founding: 唐高宗时; Other: 明洪武中重建"
1585,2584,2,618,0,0,2,0,20,,,,,,,,27842,259,"Temple ID 139015 Location: 曲沃縣東; Founding: 唐初"
1585,2585,2,0,0,0,0,0,20,,,,,,,,27842,259,"Temple ID 140250 Location: 州東南陰那山; Other: 唐僧了拳道场"
1586,2586,2,0,0,0,0,0,20,,,,,,,,27842,259,"Temple ID 139016 Location: 商邱縣城南; Other: 宋代赐额"
1587,2587,2,582,0,0,0,0,20,,,,,,,,27842,261,"Temple ID 139017 Location: 商邱縣城東靈臺; Founding: 隋开皇二年"
1587,2588,2,0,0,0,0,0,20,,,,,,,,27842,261,"Temple ID 139018 Location: 渭南縣東南靈臺山"
1588,2589,2,1208,0,0,0,0,20,,,,,,,,27842,259,"Temple ID 139019 Location: 保安州南; Founding: 金，泰和八年"
1588,2590,2,0,0,0,0,0,20,,,,,,,,27842,259,"Temple ID 139020 Location: 繁昌縣西北靈山墩"
1588,2591,2,1433,0,0,0,0,20,,,,,,,,27842,260,"Temple ID 139021 Location: 羅山縣西南靈山; Founding: 宋代开基，明宣德七年创建佛殿; Other: 弘治中增修"
1589,2592,2,785,0,0,2,0,20,,,,,,,,27842,260,"Temple ID 140217 Location: 潮陽縣西; Founding: 唐贞元初; Other: 僧大颠居处"
1590,2593,2,0,0,0,0,0,20,,,,,,,,27842,258,"Temple ID 139022 Location: 蔚州城內; Other: 俗称前寺"
1590,2594,2,0,0,0,0,0,20,,,,,,,,27842,258,"Temple ID 139023 Location: 汾陽縣北"
1590,2595,2,0,0,0,0,0,20,,,,,,,,27842,258,"Temple ID 139024 Location: 州東石林村; Other: 土称灵岗寺，州城北灵感院"
1590,2596,2,500,0,0,2,0,20,,,,,,,,27842,258,"Temple ID 139025 Location: 長清縣東南方山; Founding: 后魏正光中法空; Other: 三藏法师遗足迹，佛国澄单锡之地"
1590,2597,2,0,0,0,0,0,20,,,,,,,,27842,258,"Temple ID 139898 Location: 挑源縣北靈岩山"
1591,2598,2,585,0,0,2,0,20,,,,,,,,27842,259,"Temple ID 140107 Location: 莆田縣城南; Founding: 梁郑露舍宅"
1592,2599,2,0,0,0,0,0,20,,,,,,,,27842,262,"Temple ID 139026 Location: 虞鄉縣西南方山; Other: 唐咸通中重建"
1592,2600,2,800,0,0,2,0,20,,,,,,,,27842,262,"Temple ID 139753 Location: 黃梅縣東北烏牙山; Founding: 唐代; Other: 宋张商英轮藏记忆"
1592,2601,2,0,0,0,0,0,20,,,,,,,,27842,262,"Temple ID 140520 Location: 畢節縣西"
1593,2602,2,1200,0,0,2,0,20,,,,,,,,27842,261,"Temple ID 139027 Location: 赤峰縣遮蓋山; Founding: 金代; Other: 有千佛洞"
1593,2603,2,800,0,0,2,0,20,,,,,,,,27842,261,"Temple ID 139660 Location: 安福縣治南; Founding: 唐代; Other: 永嘉乡有香积院"
1594,2604,2,1600,0,0,2,0,20,,,,,,,,27842,258,"Temple ID 139028 Location: 五臺縣東北北臺; Founding: 明万历中; Other: 康熙二十二年发帑重建，乾隆十四年重修"
1594,2605,2,800,0,0,2,0,20,,,,,,,,27842,258,"Temple ID 139416 Location: 州東南仙人山; Founding: 唐代"
1595,2606,2,895,0,0,2,0,20,,,,,,,,27842,261,"Temple ID 139029 Location: 祁門縣北; Founding: 唐乾宁中"
1595,2607,2,800,0,0,2,0,20,,,,,,,,27842,261,"Temple ID 139030 Location: 陽城縣西; Founding: 唐代"
1595,2608,2,980,0,0,2,0,20,,,,,,,,27842,261,"Temple ID 139031 Location: 州南南程村; Founding: 宋太平兴国中; Other: 有冲慧、冲淑二真人像"
1595,2609,2,720,0,0,2,0,20,,,,,,,,27842,261,"Temple ID 139032 Location: 安陽縣西南; Founding: 唐景龙中"
1595,2610,2,400,0,0,2,0,20,,,,,,,,27842,261,"Temple ID 139830 Location: 南漳縣東南; Founding: 晋隆安初; Other: 一名静林寺"
1595,2611,2,1100,0,0,2,0,20,,,,,,,,27842,261,"Temple ID 139843 Location: 皈州南; Founding: 宋代; Other: 州南有铜佛寺，万寿寺"
1596,2612,2,764,0,0,0,0,20,,,,,,,,27842,259,"Temple ID 139033 Location: 唐縣東北風靈源山; Founding: 唐上元二年"
1597,2613,2,0,0,0,0,0,20,,,,,,,,27842,259,"Temple ID 140004 Location: 廣元縣東嘉川壩"
1598,2614,2,0,0,0,0,0,20,,,,,,,,27842,260,"Temple ID 139034 Location: 豐潤縣東; Other: 唐代福兴院，金承安中修"
1598,2615,2,0,0,0,0,0,20,,,,,,,,27842,260,"Temple ID 140550 Location: 新興州東靈照山; Other: 元莲峰结茅于此，为诸刹冠"
1599,2616,2,800,0,0,2,0,20,,,,,,,,27842,260,"Temple ID 140103 Location: 福清縣靈石山; Founding: 唐代"
1600,2617,2,350,0,0,2,0,20,,,,,,,,27842,262,"Temple ID 139554 Location: 龍游縣西; Founding: 晋代; Other: 姑蔑子故宫"
1601,2618,2,618,0,0,2,0,20,,,,,,,,27842,260,"Temple ID 139035 Location: 滕縣東薛山; Founding: 唐初; Other: 元大德中重修"
1601,2619,2,1315,0,0,2,0,20,,,,,,,,27842,260,"Temple ID 140299 Location: 富明縣西; Founding: 元延祐初"
1602,2620,2,540,0,0,2,0,20,,,,,,,,27842,259,"Temple ID 139036 Location: 上元縣東北鐘山; Founding: 梁武帝宝志在左; Other: 初名开善寺，宋代太平兴国寺，后蒋山寺，明代今名"
1603,2621,2,0,0,0,0,0,20,,,,,,,,27842,258,"Temple ID 139037 Location: 府城西; Other: 乾隆十一年，二十六年，四十六年巡幸"
1604,2622,2,525,0,0,2,0,20,,,,,,,,27842,260,"Temple ID 139038 Location: 府城東北隅; Founding: 梁天监中; Other: 初名永光院，祥符中今名"
1604,2623,2,1170,0,0,2,0,20,,,,,,,,27842,260,"Temple ID 140016 Location: 營山縣東; Founding: 宋乾道初"
1605,2624,2,0,0,0,0,0,20,,,,,,,,27842,130,"Temple ID 139650 Location: 戶陵縣青原山; Other: 宋治平三年，安隐寺，崇宁初回名，明初修，为双林"
1606,2625,2,800,0,0,2,0,20,,,,,,,,27842,130,"Temple ID 139801 Location: 遠安縣去夢山; Founding: 唐代"
1607,2626,2,560,0,0,0,0,20,,,,,,,,27842,130,"Temple ID 139308 Location: 鳳臺縣峽石山; Founding: 北齐; Other: 隋译经僧慧远故居，翻译湿磐经，宋名福严寺，后今名"
1607,2627,2,1100,0,0,2,0,20,,,,,,,,27842,130,"Temple ID 139702 Location: 州西蓮花山; Founding: 宋代; Other: 康熙五年重修"
1608,2628,2,800,0,0,2,0,20,,,,,,,,27842,127,"Temple ID 139855 Location: 醴陵縣西; Founding: 唐代; Other: 明代王守仁流谪龙场途中在此讲学"
1609,2629,2,1700,0,0,2,0,20,,,,,,,,27842,131,"Temple ID 139309 Location: 灤平縣西; Founding: 康熙中"
1610,2630,2,1323,0,0,0,0,20,,,,,,,,27842,130,"Temple ID 139311 Location: 渾源州南; Founding: 元至治三年"
1611,2631,2,0,0,0,0,0,20,,,,,,,,27842,131,"Temple ID 140040 Location: 戶山縣北"
1612,2632,2,800,0,0,2,0,20,,,,,,,,27842,131,"Temple ID 139802 Location: 江陵縣西; Founding: 唐成享中"
1613,2633,2,0,0,0,0,0,20,,,,,,,,27842,182,"Temple ID 139449 Location: 錢塘縣靈隱山; Other: 唐韬光居处"
1614,2634,2,920,0,0,2,0,20,,,,,,,,27842,162,"Temple ID 139312 Location: 常熟縣西; Founding: 梁石使臣; Other: 初名顶山禅院，治平四年今额十景"
1615,2635,2,461,0,0,0,0,20,,,,,,,,27842,182,"Temple ID 139720 Location: 江夏縣; Founding: 宋大明五年; Other: 顺治中重修"
1616,2636,2,960,0,0,2,0,20,,,,,,,,27842,57,"Temple ID 138815 Location: 滕縣城南; Founding: 汉乾祐中; Other: 金大定二年赐额"
1617,2637,2,0,0,0,0,0,20,,,,,,,,27842,57,"Temple ID 138816; Other: 俗名黄姑寺，康熙中敕修）"
1618,2638,2,0,0,0,0,0,20,,,,,,,,27842,195,"Temple ID 140501 Location: 府成東山"
1619,2639,2,0,0,0,0,0,20,,,,,,,,27842,195,"Temple ID 139485 Location: 唐鹹通中; Other: 寺西舍利石塔"
1620,2640,2,0,0,0,0,0,20,,,,,,,,27842,196,"Temple ID 139982 Location: 灌縣西南; Other: 广明中赐名"
1621,2641,2,0,0,0,0,0,20,,,,,,,,27842,244,"Temple ID 139314 Location: 夏縣西嗚條崗; Other: 宋元丰八年赐额"
1622,2642,2,525,0,0,2,0,20,,,,,,,,27842,42,"Temple ID 139313 Location: 朝邑縣南新市鎮; Founding: 梁天监中; Other: 贞观二年十三级浮图建立"
1623,2643,2,0,0,0,0,0,20,,,,,,,,27842,79,"Temple ID 139318 Location: 瀋邱縣南小河岸"
1624,2644,2,1757,0,0,0,0,20,,,,,,,,27842,77,"Temple ID 139315 Location: 玉泉山（靜明園）; Founding: 乾隆二十二年修造; Other: 八方塔"
1624,2645,2,0,0,0,0,0,20,,,,,,,,27842,77,"Temple ID 139316 Location: 昌平州永豐屯; Other: 旧名弥勒院，康熙五十九年今名"
1625,2646,2,350,0,0,2,0,20,,,,,,,,27842,78,"Temple ID 139571 Location: 新建縣西山; Founding: 晋雲显"
1626,2647,2,1000,0,0,0,0,20,,,,,,,,27842,78,"Temple ID 139319 Location: 香山（靜宜園址）; Founding: 辽代始建，金大定二十六年重建; Other: 金名大永安寺，又名甘露寺，康熙十六年重修，藏经阁为燕京八景"
1626,2648,2,1500,0,0,2,0,20,,,,,,,,27842,78,"Temple ID 139320 Location: 聞喜縣官莊嶺; Founding: 明代; Other: 晋公祠"
1626,2649,2,525,0,0,0,0,20,,,,,,,,27842,78,"Temple ID 139321 Location: 洛陽縣西南; Founding: 后魏熙平九年; Other: 唐熙四十六年重修"
1626,2650,2,800,0,0,2,0,20,,,,,,,,27842,78,"Temple ID 139322 Location: 寶豐縣龍山; Founding: 唐代; Other: 古塔"
1626,2651,2,1380,0,0,2,0,20,,,,,,,,27842,78,"Temple ID 139960 Location: 州西; Founding: 明洪武中"
1626,2652,2,0,0,0,0,0,20,,,,,,,,27842,78,"Temple ID 140265 Location: 府城南關內"
