c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes
1627,2653,2,800,0,0,2,0,20,,,,,,,,27842,78,"Temple ID 139662 Location: 上高縣西浮樓嶺東; Founding: 唐代"
1628,2654,2,0,0,0,0,0,20,,,,,,,,27842,77,"Temple ID 139462 Location: 秀水縣北; Other: 旧名懒石庵，康熙四十四年今额"
1628,2655,2,0,0,0,0,0,20,,,,,,,,27842,77,"Temple ID 140313 Location: 通海縣東，東山"
1629,2656,2,748,0,0,0,0,20,,,,,,,,27842,78,"Temple ID 139323 Location: 密縣西; Founding: 天宝七年，开皇一年开宝二年; Other: 有三寺"
1630,2657,2,0,0,0,0,0,20,,,,,,,,27842,79,"Temple ID 139952 Location: 桂陽縣西南"
1631,2658,2,0,0,0,0,0,20,,,,,,,,27842,79,"Temple ID 139324 Location: 薊州北; Other: 本州最胜地"
1631,2659,2,1500,0,0,2,0,20,,,,,,,,27842,79,"Temple ID 139325 Location: 上元縣太平門; Founding: 明代; Other: 旧名兴善寺，康熙三十八年今名"
1631,2660,2,0,0,0,0,0,20,,,,,,,,27842,80,"Temple ID 139326 Location: 州西北古塘灣; Other: 旧名香云寺，康熙十二年今名"
1631,2661,2,715,0,0,2,0,20,,,,,,,,27842,80,"Temple ID 139327 Location: 安塞縣西洛水; Founding: 唐开元初"
1631,2662,2,0,0,0,0,0,20,,,,,,,,27842,80,"Temple ID 140170 Location: 德化縣北楊梅園; Other: 宋天圣中移此"
1631,2663,2,864,0,0,0,0,20,,,,,,,,27842,80,"Temple ID 140253 Location: 義寧縣治西南; Founding: 唐咸通五年"
1631,2664,2,1300,0,0,2,0,20,,,,,,,,27842,80,"Temple ID 140314 Location: 建水縣東北; Founding: 元代; Other: 郡中名胜"
1632,2665,2,900,0,0,2,0,20,,,,,,,,27842,79,"Temple ID 139328 Location: 州西南三嵬山; Founding: 唐光化中"
1632,2666,2,0,0,0,0,0,20,,,,,,,,27842,79,"Temple ID 139329 Location: 汲縣霜落山; Other: 元延祐中重建"
1633,2667,2,0,0,0,0,0,20,,,,,,,,27842,80,"Temple ID 139917 Location: 滬縣北; Other: 邑胜境"
1634,2668,2,1690,0,0,2,0,20,,,,,,,,27842,77,"Temple ID 139330 Location: 香山南; Founding: 康熙中，海岫重修; Other: 旧名平坡寺，圣感寺"
1635,2669,2,681,0,0,0,0,20,,,,,,,,27842,79,"Temple ID 139332 Location: 長安縣神木原; Founding: 唐，永隆二年; Other: 长安志开利寺"
1635,2670,2,0,0,0,0,0,20,,,,,,,,27842,79,"Temple ID 140211 Location: 博羅縣西; Other: 有苏轼游香积寺诗引"
1635,2671,2,1132,0,0,0,0,20,,,,,,,,27842,79,"Temple ID 140248 Location: 陽山縣北浦下鄉; Founding: 宋绍兴一年"
1636,2672,2,1300,0,0,2,0,20,,,,,,,,27842,77,"Temple ID 139381 Location: 州北; Founding: 元代"
1637,2673,2,800,0,0,2,0,20,,,,,,,,27842,77,"Temple ID 139331 Location: 寧國縣西; Founding: 唐代"
1638,2674,2,0,0,0,0,0,20,,,,,,,,27842,79,"Temple ID 139333 Location: 江都縣東黃金壩; Other: 旧名五台山，康熙三十八年，乾隆十六年二十二年二十七年三十年巡幸"
1639,2675,2,810,0,0,2,0,20,,,,,,,,27842,77,"Temple ID 139317 Location: 繁昌縣得爐峰; Founding: 唐元和中"
1640,2676,2,0,0,0,0,0,20,,,,,,,,27842,188,"Temple ID 139334 Location: 州城東"
1641,2677,2,800,0,0,2,0,20,,,,,,,,27842,188,"Temple ID 139591 Location: 安仁縣南; Founding: 唐代; Other: 元末毁，明洪武初重建"
1642,2678,2,0,0,0,0,0,20,,,,,,,,27842,188,"Temple ID 139981 Location: 華陽縣東; Other: 旧名正觉院，马祖过访地"
1643,2679,2,827,0,0,0,0,20,,,,,,,,27842,180,"Temple ID 139186 Location: 蕭縣都仁鄉; Founding: 唐大和一年"
1644,2680,2,1699,0,0,0,0,20,,,,,,,,27842,80,"Temple ID 139335 Location: 江都縣南，三漢河西岸; Founding: 康熙三十八年; Other: 康熙三十八年四十二年四十五年四十六年行幸"
1645,2681,2,1500,0,0,2,0,20,,,,,,,,27842,81,"Temple ID 140180 Location: 漳平縣西，龍停山; Founding: 明代; Other: 一邑世观"
1646,2682,2,940,0,0,2,0,20,,,,,,,,27842,80,"Temple ID 140359 Location: 姚州北; Founding: 晋天福中; Other: 一名白塔，高十五级"
1647,2683,2,0,0,0,0,0,20,,,,,,,,27842,81,"Temple ID 139797 Location: 石首縣西高陵崗"
1648,2684,2,882,0,0,0,0,20,,,,,,,,27842,80,"Temple ID 140126 Location: 永安縣城東北隅; Founding: 唐中和二年"
1649,2685,2,0,0,0,0,0,20,,,,,,,,27842,229,"Temple ID 140071 Location: 大邑縣治西; Other: 元末毁，明初重建"
1650,2686,2,0,0,0,0,0,20,,,,,,,,27842,229,"Temple ID 139455 Location: 錢塘縣葛嶺西; Other: 俗名喜鹊寺，唐鸟窠禅师道场"
1650,2687,2,0,0,0,0,0,20,,,,,,,,27842,229,"Temple ID 139828 Location: 襄陽縣東南"
1651,2688,2,960,0,0,2,0,20,,,,,,,,27842,229,"Temple ID 140101 Location: 候官縣鳳池山; Founding: 汉乾祐中; Other: 宋陈瓘流地"
1652,2689,2,1580,0,0,2,0,20,,,,,,,,27842,229,"Temple ID 140337 Location: 河陽縣東北; Founding: 明隆庆中"
1653,2690,2,0,0,0,0,0,20,,,,,,,,27842,19,"Temple ID 139594 Location: 鉛山縣北; Other: 旧名仁寿寺"
1654,2691,2,800,0,0,2,0,20,,,,,,,,27842,98,"Temple ID 139339 Location: 宣武門內; Founding: 唐代; Other: 有贞观二十二年唐人所书心经"
1655,2692,2,0,0,0,0,0,20,,,,,,,,27842,98,"Temple ID 139338 Location: 山莊內; Founding: na; Other: 光景绝胜"
1656,2693,2,400,0,0,2,0,20,,,,,,,,27842,18,"Temple ID 139704 Location: 江夏縣東南; Founding: 六朝; Other: 黄祖杀弥衡处(府志)"
1657,2694,2,540,0,0,2,0,20,,,,,,,,27842,264,"Temple ID 139340 Location: 項城縣北南頓街; Founding: 梁武帝"
1657,2695,2,0,0,0,0,0,20,,,,,,,,27842,264,"Temple ID 139476 Location: 海鹽縣西北"
1657,2696,2,1180,0,0,2,0,20,,,,,,,,27842,264,"Temple ID 140005 Location: 蒼溪縣北關外; Founding: 宋淳熙中"
1657,2697,2,1330,0,0,2,0,20,,,,,,,,27842,264,"Temple ID 140323 Location: 蒙自縣治南; Founding: 元泰定中; Other: 明嘉靖中重修"
1658,2698,2,500,0,0,0,0,20,,,,,,,,27842,81,"Temple ID 139341 Location: 寧陵縣西南; Founding: 后魏大定三年"
1659,2699,2,0,0,0,0,0,20,,,,,,,,27842,81,"Temple ID 139663 Location: 新昌縣西北; Other: 唐名灵鹫，断际禅师希运道场，宋绍兴中报恩广孝寺，山宗祯中重建"
1659,2700,2,785,0,0,2,0,20,,,,,,,,27842,81,"Temple ID 140094 Location: 福清縣西南; Founding: 唐，贞元初"
1659,2701,2,1688,0,0,0,0,20,,,,,,,,27842,81,"Temple ID 140167 Location: 臺灣縣北門外; Founding: 康熙二十七年; Other: 康熙三十二年重建"
1660,2702,2,0,0,0,0,0,20,,,,,,,,27842,81,"Temple ID 139342 Location: 雒南縣燕子山; Other: 唐黄龙视禅师驻场锡处"
1660,2703,2,1380,0,0,2,0,20,,,,,,,,27842,81,"Temple ID 140083 Location: 州治東南; Founding: 明洪武中"
1661,2704,2,892,0,0,0,0,20,,,,,,,,27842,2,"Temple ID 140121 Location: 南平縣東北; Founding: 大顺二年; Other: 明宣德十年重建"
1662,2705,2,0,0,0,0,0,20,,,,,,,,27842,131,"Temple ID 139344 Location: 貴池縣南齊山; Other: 宋杨万里宿齐山诗"
1663,2706,2,947,0,0,0,0,20,,,,,,,,27842,131,"Temple ID 139343 Location: 寶應縣磨旗墩; Founding: 南唐，保泰四年; Other: 梁武帝读书地"
1664,2707,2,1644,0,0,2,0,20,,,,,,,,27842,131,"Temple ID 139345 Location: 鄆城縣治西; Founding: 明未重建"
1665,2708,2,428,0,0,0,0,20,,,,,,,,27842,251,"Temple ID 140558 Location: 大荔縣賈家莊; Founding: 宋元嘉五年"
1666,2709,2,800,0,0,2,0,20,,,,,,,,27842,249,"Temple ID 139869 Location: 湘潭縣東; Founding: 唐代"
1667,2710,2,0,0,0,0,0,20,,,,,,,,27842,250,"Temple ID 139593 Location: 鄱陽縣巍石山"
1667,2711,2,600,0,0,2,0,20,,,,,,,,27842,250,"Temple ID 139671 Location: 上高縣西; Founding: 隋代; Other: 宋大兴中重兴"
1667,2712,2,0,0,0,0,0,20,,,,,,,,27842,251,"Temple ID 139986 Location: 什邡縣西; Other: 旧名净慈寺"
1668,2713,2,800,0,0,2,0,20,,,,,,,,27842,253,"Temple ID 140229 Location: 新興縣南思龍山; Founding: 唐代; Other: 一名国恩寺"
1668,2714,2,0,0,0,0,0,20,,,,,,,,27842,253,"Temple ID 140417 Location: 龍裏縣治"
1669,2715,2,0,0,0,0,0,20,,,,,,,,27842,253,"Temple ID 140453 Location: 府城西龍山; Other: 明张翀丹台记有载"
1670,2716,2,1100,0,0,2,0,20,,,,,,,,27842,250,"Temple ID 139357 Location: 永和縣龍岩山; Founding: 宋初敕建"
1670,2717,2,0,0,0,0,0,20,,,,,,,,27842,250,"Temple ID 139358 Location: 葭州北; Other: 有青龙岩"
1670,2718,2,1275,0,0,2,0,20,,,,,,,,27842,250,"Temple ID 140024 Location: 南溪縣東; Founding: 元至元中"
1671,2719,2,500,0,0,2,0,20,,,,,,,,27842,255,"Temple ID 139359 Location: 淅川縣東; Founding: 后魏，大和中; Other: 县东南有香岩寺，唐代建立"
1672,2720,2,1100,0,0,2,0,20,,,,,,,,27842,256,"Temple ID 139545 Location: 浦江縣南龍峰山; Founding: 宋代"
1673,2721,2,0,0,0,0,0,20,,,,,,,,27842,250,"Temple ID 140463 Location: 府城東; Other: 旧田氏屯粮所"
1674,2722,2,281,0,0,0,0,20,,,,,,,,27842,255,"Temple ID 139526 Location: 餘姚縣龍泉山; Founding: 晋大康二年"
1675,2723,2,800,0,0,2,0,20,,,,,,,,27842,253,"Temple ID 139376 Location: 州東紫荊山; Founding: 唐代; Other: 旧名普照寺，明僧募建"
1676,2724,2,0,0,0,0,0,20,,,,,,,,27842,251,"Temple ID 140169 Location: 嘉義縣赤山莊; Other: 有龙湖，多荷花"
1677,2725,2,0,0,0,0,0,20,,,,,,,,27842,255,"Temple ID 139377 Location: 登封縣北; Other: 建有唐武后行宫"
1677,2726,2,800,0,0,2,0,20,,,,,,,,27842,256,"Temple ID 139878 Location: 武崗州東龍潭; Founding: 唐代; Other: 有唐龙纪一年诰敕"
1677,2727,2,0,0,0,0,0,20,,,,,,,,27842,256,"Temple ID 139946 Location: 州治北; Other: 崇信道场"
1678,2728,2,810,0,0,2,0,20,,,,,,,,27842,249,"Temple ID 139870 Location: 益陽縣西; Founding: 唐元和中、丹鸿; Other: 初名延祥寺"
1679,2729,2,0,0,0,0,0,20,,,,,,,,27842,249,"Temple ID 139378 Location: 英山縣多雲山; Other: 有九龙井"
1680,2730,2,1100,0,0,2,0,20,,,,,,,,27842,250,"Temple ID 139698 Location: 上猶縣西北; Founding: 宋代; Other: 又名鹫峰寺"
1680,2731,2,0,0,0,0,0,20,,,,,,,,27842,250,"Temple ID 140032 Location: 平武縣南"
1681,2732,2,0,0,0,0,0,20,,,,,,,,27842,251,"Temple ID 139725 Location: 大冶縣西寒山"
1682,2733,2,0,0,0,0,0,20,,,,,,,,27842,253,"Temple ID 140140 Location: 順昌縣西南"
1683,2734,2,0,0,0,0,0,20,,,,,,,,27842,251,"Temple ID 140518 Location: 平遠州龍潭"
1684,2735,2,0,0,0,0,0,20,,,,,,,,27842,249,"Temple ID 139356 Location: 上海縣龍華村; Other: 吴赤乌中建立塔"
1685,2736,2,800,0,0,2,0,20,,,,,,,,27842,250,"Temple ID 139772 Location: 天門縣外覆釜洲上; Founding: 唐代; Other: 一名西塔寺，又名广教院"
1686,2737,2,503,0,0,0,0,20,,,,,,,,27842,255,"Temple ID 139527 Location: 嵊縣北; Founding: 梁天监二年; Other: 初名龙宫院，宋祥符一年今额，李绅肄业地"
1687,2738,2,1045,0,0,2,0,20,,,,,,,,27842,256,"Temple ID 139931 Location: 芷江縣西南; Founding: 宋绍兴中"
1688,2739,2,800,0,0,2,0,20,,,,,,,,27842,256,"Temple ID 139413 Location: 州城東; Founding: 唐代"
1689,2740,2,1348,0,0,0,0,20,,,,,,,,27842,256,"Temple ID 140309; Founding: 元至正七年; Other: 一名正觉寺"
1690,2741,2,800,0,0,2,0,20,,,,,,,,27842,256,"Temple ID 139681 Location: 萍鄉縣西南; Founding: 唐代"
1691,2742,2,840,0,0,2,0,20,,,,,,,,27842,40,"Temple ID 140161 Location: 福安縣西閩坑嶺; Founding: 唐开成中; Other: 宋朱子、杨复讲学处"
1692,2743,2,390,0,0,2,0,20,,,,,,,,27842,40,"Temple ID 139379 Location: 州南磨臺山; Founding: 后秦姚苌; Other: 初名宝塔寺"
1693,2744,2,800,0,0,2,0,20,,,,,,,,27842,84,"Temple ID 138169 Location: 永清縣城外東南; Founding: 唐代; Other: 则天时石幢尚存"
1694,2745,2,0,0,0,0,0,20,,,,,,,,27842,83,"Temple ID 138170 Location: 朝陽縣北狼山; Other: 旧祥銮院，金大定五年重修"
1694,2746,2,0,0,0,0,0,20,,,,,,,,27842,83,"Temple ID 139974 Location: 金堂縣三學山; Other: 一名棲贤寺（上中下三刹）"
1695,2747,2,0,0,0,0,0,20,,,,,,,,27842,84,"Temple ID 139730 Location: 孝感縣西北三山"
1696,2748,2,0,0,0,0,0,20,,,,,,,,27842,84,"Temple ID 140243 Location: 瓊山縣東"
1697,2749,2,626,0,0,2,0,20,,,,,,,,27842,84,"Temple ID 139918 Location: 沅陵縣東; Founding: 唐，贞观初"
1698,2750,2,1100,0,0,2,0,20,,,,,,,,27842,83,"Temple ID 139649 Location: 萬安縣梁口; Founding: 宋代"
1699,2751,2,1383,0,0,0,0,20,,,,,,,,27842,83,"Temple ID 138171 Location: 蒲臺縣治西南; Founding: 明洪武十五年; Other: 辟去佛道场"
1699,2752,2,1380,0,0,2,0,20,,,,,,,,27842,83,"Temple ID 140439 Location: 府城西; Founding: 明洪武中"
1700,2753,2,1200,0,0,2,0,20,,,,,,,,27842,84,"Temple ID 138172 Location: 鉅鹿縣治南; Founding: 南宋代; Other: 宣和二年重建"
1701,2754,2,0,0,0,0,0,20,,,,,,,,27842,83,"Temple ID 138168 Location: 長安縣昆明池; Other: 唐，景龙中， 宗幸寺"
1702,2755,2,800,0,0,2,0,20,,,,,,,,27842,83,"Temple ID 139729 Location: 蘄水縣三角山; Founding: 唐代; Other: 宋代龙洞寺赐额"
1702,2756,2,800,0,0,2,0,20,,,,,,,,27842,83,"Temple ID 139846 Location: 湘潭縣東; Founding: 唐总印师"
1703,2757,2,1370,0,0,2,0,20,,,,,,,,27842,99,"Temple ID 140287 Location: 永福縣東門外; Founding: 明洪武初"
1704,2758,2,420,0,0,2,0,20,,,,,,,,27842,99,"Temple ID 139903 Location: 衡陽縣城北; Founding: 刘宋思大禅师道场; Other: 明代屡重修，中国清寺"
1705,2759,2,350,0,0,2,0,20,,,,,,,,27842,99,"Temple ID 139615 Location: 廬山西、大林峰; Founding: 晋代; Other: 元末毁，明宣德重建"
1706,2760,2,610,0,0,2,0,20,,,,,,,,27842,100,"Temple ID 139904 Location: 衡山縣祝融峰; Founding: 隋，大业中，由光天观成寺"
1706,2761,2,630,0,0,0,0,20,,,,,,,,27842,100,"Temple ID 140207 Location: 始興縣東南; Founding: 唐贞观四年敕建; Other: 景德四年重建，改成官石寺，成化八年今名"
1707,2762,2,400,0,0,2,0,20,,,,,,,,27842,99,"Temple ID 139614 Location: 廬山講經臺下; Founding: 晋，慧远; Other: 近处有上崇福寺，中下、成化寺"
1708,2763,2,0,0,0,0,0,20,,,,,,,,27842,99,"Temple ID 138174 Location: 房山縣南; Other: 成兜率寺"
1708,2764,2,846,0,0,0,0,20,,,,,,,,27842,99,"Temple ID 138175 Location: 洞庭西山; Founding: 唐会昌六年"
1708,2765,2,0,0,0,0,0,20,,,,,,,,27842,99,"Temple ID 138176 Location: 甘泉縣北蜀崗; Other: 乾隆三十年四十九巡幸"
1708,2766,2,800,0,0,2,0,20,,,,,,,,27842,100,"Temple ID 139710 Location: 蒲圻縣南荊港; Founding: 唐代; Other: 顺治十年重修"
1708,2767,2,0,0,0,0,0,20,,,,,,,,27842,100,"Temple ID 139780 Location: 應城縣西"
1709,2768,2,350,0,0,2,0,20,,,,,,,,27842,99,"Temple ID 139760 Location: 荊門州北; Founding: 晋代; Other: 一名灵鹫寺，又名广济庵"
1710,2769,2,626,0,0,0,0,20,,,,,,,,27842,98,"Temple ID 139557 Location: 淳安縣東北; Founding: 唐，贞观一年"
1711,2770,2,859,0,0,0,0,20,,,,,,,,27842,99,"Temple ID 139613 Location: 湖口縣地上鐘山; Founding: 康咸通一年; Other: 初名崇寿寺，隆兴中重建今名康熙中重修"
1712,2771,2,100,0,0,0,0,20,,,,,,,,27842,98,"Temple ID 138173 Location: 州東北; Founding: 辽寿昌五年"
1713,2772,2,1018,0,0,0,0,20,,,,,,,,27842,99,"Temple ID 138177 Location: 盱眙縣治西; Founding: 宋天禧二年"
1714,2773,2,1225,0,0,2,0,20,,,,,,,,27842,18,"Temple ID 138178 Location: 萬泉縣; Founding: 金天兴初"
1715,2774,2,899,0,0,2,0,20,,,,,,,,27842,18,"Temple ID 139612 Location: 湖口縣北下鐘山; Founding: 唐龙纪; Other: 旧宝钟院，宋嘉祐中今名"
1716,2775,2,550,0,0,2,0,20,,,,,,,,27842,197,"Temple ID 139823 Location: 谷城縣南; Founding: 梁太清中"
1717,2776,2,800,0,0,2,0,20,,,,,,,,27842,211,"Temple ID 139399 Location: 河州北; Founding: 唐代; Other: 黄河口山石上佛高十余丈。"
1718,2777,2,800,0,0,2,0,20,,,,,,,,27842,161,"Temple ID 140065 Location: 青神縣治南; Founding: 唐代; Other: 旧名景德院"
1719,2778,2,1600,0,0,2,0,20,,,,,,,,27842,162,"Temple ID 140474 Location: 府治東; Founding: 明万历中"
1720,2779,2,0,0,0,0,0,20,,,,,,,,27842,161,"Temple ID 140457 Location: 府城東北東岩洞"
1720,2780,2,0,0,0,0,0,20,,,,,,,,27842,161,"Temple ID 140473 Location: 印山縣北; Other: 它有柏山寺"
1721,2781,2,0,0,0,0,0,20,,,,,,,,27842,162,"Temple ID 140458 Location: 府城北"
1722,2782,2,800,0,0,2,0,20,,,,,,,,27842,161,"Temple ID 138190 Location: 如皋縣東北; Founding: 唐代"
1723,2783,2,0,0,0,0,0,20,,,,,,,,27842,161,"Temple ID 139941 Location: 州西北; Other: 罗念庵游诗"
1724,2784,2,0,0,0,0,0,20,,,,,,,,27842,161,"Temple ID 140487 Location: 龍泉縣南"
1725,2785,2,590,0,0,2,0,20,,,,,,,,27842,222,"Temple ID 138191 Location: 河津縣治南; Founding: 隋开皇中; Other: 铁佛寺，唐麟德中立"
1726,2786,2,905,0,0,0,0,20,,,,,,,,27842,222,"Temple ID 140153 Location: 泰寧縣瑞溪保; Founding: 唐天祐二年; Other: 宋李纲读书处"
1727,2787,2,0,0,0,0,0,20,,,,,,,,27842,222,"Temple ID 139836 Location: 竹溪縣東"
1728,2788,2,940,0,0,2,0,20,,,,,,,,27842,222,"Temple ID 140160 Location: 連城縣表席裏; Founding: 五代，晋天福中; Other: 初名保福院，宋泰定中今名，明初重建"
1729,2789,2,0,0,0,0,0,20,,,,,,,,27842,157,"Temple ID 139907 Location: 衡山縣祝融峰"
1730,2790,2,0,0,0,0,0,20,,,,,,,,27842,41,"Temple ID 138193 Location: 青陽縣西南九華山九子峰"
1731,2791,2,0,0,0,0,0,20,,,,,,,,27842,41,"Temple ID 140347 Location: 雲南縣北九頂山"
1732,2792,2,0,0,0,0,0,20,,,,,,,,27842,41,"Temple ID 140433 Location: 黃平州北九頂山"
1733,2793,2,800,0,0,2,0,20,,,,,,,,27842,55,"Temple ID 138196 Location: 高邑縣治西南; Founding: 唐代; Other:  有乾明塔"
1733,2794,2,800,0,0,2,0,20,,,,,,,,27842,55,"Temple ID 138197 Location: 鄢陵縣西北; Founding: 唐代; Other: 顺治六年重修"
1733,2795,2,955,0,0,2,0,20,,,,,,,,27842,55,"Temple ID 138198 Location: 安陽縣西南; Founding: 五代周显德中"
1733,2796,2,0,0,0,0,0,20,,,,,,,,27842,56,"Temple ID 138199 Location: 新野縣東南; Other: 汉阴皇后故宅"
1733,2797,2,935,0,0,2,0,20,,,,,,,,27842,56,"Temple ID 138200 Location: 襄城縣南，首山; Founding: 五代唐清泰; Other: 顺治五年重修"
1733,2798,2,555,0,0,2,0,20,,,,,,,,27842,56,"Temple ID 138201 Location: 伊陽縣南現山; Founding: 北齐，天保中（敕名弥陀寺）; Other: 后唐名天成寺，宋代今名"
1733,2799,2,1100,0,0,2,0,20,,,,,,,,27842,56,"Temple ID 138202 Location: 南鄭縣西中梁山; Founding: 宋代"
1733,2800,2,0,0,0,0,0,20,,,,,,,,27842,56,"Temple ID 139740 Location: 黃岡縣東; Other: 雪后到干明寺宿诗（宋苏轼）"
1733,2801,2,800,0,0,2,0,20,,,,,,,,27842,56,"Temple ID 139777 Location: 應山大龍寺; Founding: 唐代"
1733,2802,2,940,0,0,2,0,20,,,,,,,,27842,56,"Temple ID 139881 Location: 巴陵縣南; Founding: 五代; Other: 宋名干元寺，旧永庆寺，别名新开寺"
1733,2803,2,865,0,0,2,0,20,,,,,,,,27842,56,"Temple ID 139893 Location: 武陵縣善德山; Founding: 唐咸通中; Other: 初名德山精舍又名古德禅院，道书中第五十三福地"
1733,2804,2,0,0,0,0,0,20,,,,,,,,27842,56,"Temple ID 140221 Location: 德慶州北香山; Other: 今名香山寺"
1734,2805,2,0,0,0,0,0,20,,,,,,,,27842,55,"Temple ID 139832 Location: 鄖西縣北"
1735,2806,2,1300,0,0,2,0,20,,,,,,,,27842,57,"Temple ID 140312 Location: 石屏州乾陽山; Founding: 元代; Other: 明弘治中重修"
1736,2807,2,0,0,0,0,0,20,,,,,,,,27842,185,"Temple ID 138203 Location: 武功縣東北"
1737,2808,2,0,0,0,0,0,20,,,,,,,,27842,185,"Temple ID 138204 Location: 太湖縣北; Other: 二祖慧可居所"
1738,2809,2,337,0,0,0,0,20,,,,,,,,27842,185,"Temple ID 139811 Location: 公安縣東北; Founding: 晋太和二年; Other: 一名兴化寺，万寿寺，光孝寺"
1739,2810,2,1760,0,0,0,0,20,,,,,,,,27842,185,"Temple ID 138225 Location: 弘仁寺東北; Founding: 乾隆二十五年敕建; Other: 为皇太后祝釐"
1739,2811,2,600,0,0,2,0,20,,,,,,,,27842,185,"Temple ID 138226 Location: 猗氏縣峩嵋山; Founding: 隋代; Other: 隋唐名白禅后大云，宋熙宁中寿圣，至元初今名，东北有妙道寺"
1739,2812,2,0,0,0,0,0,20,,,,,,,,27842,185,"Temple ID 140514 Location: 威寧州南; Other: 州城外有水月寺"
1740,2813,2,866,0,0,0,0,20,,,,,,,,27842,135,"Temple ID 138228 Location: 盩厔縣東南; Founding: 唐咸通七年"
1741,2814,2,0,0,0,0,0,20,,,,,,,,27842,135,"Temple ID 138229 Location: 寧遠州西南; Other: 明万历三十二年海中出现的石佛"
1742,2815,2,885,0,0,0,0,20,,,,,,,,27842,57,"Temple ID 140124 Location: 尤溪縣南; Founding: 唐乾宁四年"
1743,2816,2,0,0,0,0,0,20,,,,,,,,27842,42,"Temple ID 138230 Location: 臨朐縣西; Other: 一名文珠寺"
1744,2817,2,800,0,0,2,0,20,,,,,,,,27842,3,"Temple ID 140536 Location: 拉薩; Founding: 唐代"
1745,2818,2,0,0,0,0,0,20,,,,,,,,27842,204,"Temple ID 138231 Location: 舒城縣梅嶺; Other: 锡状泉、虎跑泉"
1745,2819,2,0,0,0,0,0,20,,,,,,,,27842,204,"Temple ID 140308 Location: 寧州東北; Other: 神儒莲峰在此伏虎，因有寺名"
1745,2820,2,0,0,0,2,0,20,,,,,,,,27842,204,"Temple ID 140403 Location: 城東南; Founding: 蒙氏时"
1746,2821,2,1082,0,0,0,0,20,,,,,,,,27842,97,"Temple ID 138234 Location: 虞城縣東南; Founding: 宋元丰五年"
1747,2822,2,0,0,0,0,0,20,,,,,,,,27842,242,"Temple ID 139957 Location: 永興縣鳳凰山; Other: 旧真武庙，康熙二十二年今名"
